start	end	versus	chrom
140453171	140763737	left	chr3
140769784	140844425	right	chr3
140850254	140872937	left	chr3
140884520	140895873	right	chr3
140901802	140993885	left	chr3
140999322	141126021	right	chr3
141137331	141269999	left	chr3
141275391	141379089	right	chr3
141384675	141453637	left	chr3
141459526	141563177	right	chr3
141568909	141735691	left	chr3
141741527	141804497	right	chr3
141810343	141913987	left	chr3
141919762	141971556	right	chr3
141977203	142080826	left	chr3
142086515	142270202	right	chr3
142275947	142373813	left	chr3
142379415	142730235	right	chr3
142736120	142885558	left	chr3
142891343	143035101	right	chr3
143040732	143489533	left	chr3
143495197	143558478	right	chr3
143564095	143696323	left	chr3
143701801	143759684	right	chr3
143765442	143932281	left	chr3
143937867	144041103	right	chr3
144046890	144098675	left	chr3
144104762	144219358	right	chr3
144225399	144323201	left	chr3
144328596	144386506	right	chr3
144391851	144449405	left	chr3
144455506	144915156	right	chr3
144921138	145185703	left	chr3
145202545	145294883	left	chr3
145300288	145323472	right	chr3
145329227	145479004	left	chr3
145484398	145927354	right	chr3
145933087	145996352	left	chr3
146001793	146093894	right	chr3
146099677	146128797	left	chr3
146134363	146203371	right	chr3
146209197	146399058	left	chr3
146404475	146421613	right	chr3
146438791	146450539	right	chr3
146456193	146565785	left	chr3
146577236	146646345	right	chr3
146651546	146669131	left	chr3
146674831	146807230	right	chr3
146812733	146841430	left	chr3
146847534	146864376	right	chr3
146870052	147089076	left	chr3
147094351	147111653	right	chr3
147117296	147261557	left	chr3
147266835	147284376	right	chr3
147295914	147353186	right	chr3
147359029	147410691	left	chr3
147416361	147428061	right	chr3
147433795	147566130	left	chr3
147572017	147652514	right	chr3
147657996	147755878	left	chr3
147761380	147939887	right	chr3
147945317	148043358	left	chr3
148049078	148129533	right	chr3
148163965	148227384	left	chr3
148233275	148244591	right	chr3
148250074	148353908	left	chr3
148359500	148560913	right	chr3
148572116	148710110	left	chr3
148715969	148848263	right	chr3
148854078	148946062	left	chr3
148951997	149072468	right	chr3
149084184	149291036	right	chr3
149297000	149435083	left	chr3
149440385	149555808	right	chr3
149561298	149768486	left	chr3
149774262	149825642	right	chr3
149831769	149894622	left	chr3
149900500	149998345	right	chr3
150004184	150096280	left	chr3
150101800	150240096	right	chr3
150245510	150343165	left	chr3
150348980	150532857	right	chr3
150550114	150630883	left	chr3
150636498	150838066	right	chr3
150843363	150958676	left	chr3
150964460	150993236	right	chr3
151004629	151102480	left	chr3
151108058	151176959	right	chr3
151188714	151217396	left	chr3
151222882	151240262	right	chr3
151245891	151378341	left	chr3
151406796	151430150	right	chr3
151435633	151585231	left	chr3
151591044	151683232	right	chr3
151688552	151711788	left	chr3
151717321	151861282	right	chr3
151867245	151970699	left	chr3
151976402	152384774	right	chr3
152390050	152401987	left	chr3
152413204	152471062	left	chr3
152476475	152534343	right	chr3
152539540	152626128	left	chr3
152649025	152700783	right	chr3
152706314	153270062	left	chr3
153275686	153339193	right	chr3
153344864	153517378	left	chr3
153523217	153615253	right	chr3
153620584	153689901	left	chr3
153695528	154224633	right	chr3
154230123	154327859	left	chr3
154333917	154357046	right	chr3
154362759	154465981	left	chr3
154472026	154483294	right	chr3
154489252	154909041	left	chr3
154920446	154932092	right	chr3
154948893	154960370	right	chr3
154966241	155046693	left	chr3
155052425	155133311	right	chr3
155138856	155202022	left	chr3
155207825	155236795	right	chr3
155242521	155276848	left	chr3
155282770	155340273	right	chr3
155345565	155357419	left	chr3
155363014	155518430	right	chr3
155523980	155627677	left	chr3
155633419	155708301	right	chr3
155713731	155805766	left	chr3
155811357	155926349	right	chr3
155932218	155955276	left	chr3
155961102	156001225	right	chr3
156013035	156030258	right	chr3
156035838	156110482	left	chr3
156116475	156191167	right	chr3
156208093	156398014	left	chr3
156403590	156542059	right	chr3
156547580	156627858	left	chr3
156639788	156656853	right	chr3
156662540	156766103	left	chr3
156771597	156858314	right	chr3
156863601	156996188	left	chr3
157007582	157082246	right	chr3
157087912	157168704	left	chr3
157191433	157226267	right	chr3
157231923	157243344	left	chr3
157249234	157266567	right	chr3
157272045	157294879	left	chr3
157300566	157364182	right	chr3
157369664	157427187	left	chr3
157433139	157473118	right	chr3
157479169	157490615	left	chr3
157501864	157525155	left	chr3
157530807	157594153	right	chr3
157599747	157697629	left	chr3
157703093	157887212	right	chr3
157898675	158197827	right	chr3
158203526	158611940	left	chr3
158623528	158709775	right	chr3
158720976	158824541	left	chr3
158830307	159031438	right	chr3
159037414	159060480	left	chr3
159077630	159094632	left	chr3
159112237	159221378	right	chr3
159255608	159497485	left	chr3
159514602	159790484	right	chr3
3189557	3230113	left	chr4
3241311	3454054	right	chr4
3465651	3534731	left	chr4
3551784	3661365	right	chr4
3666980	3736126	left	chr4
3741510	3885372	right	chr4
3891289	4195950	left	chr4
4207393	4402875	right	chr4
4408703	4460572	left	chr4
4465875	4575170	right	chr4
4581132	4724851	left	chr4
4730355	4759622	right	chr4
4765069	4943298	left	chr4
4949131	4960506	right	chr4
4972111	5161844	left	chr4
5167851	5236716	right	chr4
5253967	5316917	left	chr4
5322724	5380256	right	chr4
5397675	5489685	left	chr4
5495189	5599150	right	chr4
5604503	5673524	left	chr4
5679396	5731254	right	chr4
5736676	5955331	left	chr4
5961027	6053409	right	chr4
6059071	6076170	left	chr4
6081690	6214152	right	chr4
6225683	6369365	right	chr4
6380768	6484304	right	chr4
6490202	6622525	left	chr4
6639438	6743000	left	chr4
6748763	6806664	right	chr4
6812283	6909858	left	chr4
6915795	7053839	right	chr4
7076441	7145511	left	chr4
7180233	7272042	right	chr4
7289234	7490779	left	chr4
7502174	7789548	right	chr4
7795453	7841208	left	chr4
7853068	7996519	right	chr4
8002451	8105956	left	chr4
8111805	8203618	right	chr4
8209166	8226502	left	chr4
8232605	8715443	right	chr4
8720972	8778853	left	chr4
8784373	8934025	right	chr4
8939407	9520306	left	chr4
9526323	9796430	right	chr4
9808013	9985955	left	chr4
9991776	10072209	right	chr4
10078042	10210645	left	chr4
10215893	10451717	right	chr4
10463239	10480863	left	chr4
10486361	10854501	right	chr4
10860015	10928997	left	chr4
10940718	11032418	right	chr4
11038456	11130501	left	chr4
11136151	11222501	right	chr4
11228089	11291168	left	chr4
11297141	11371857	right	chr4
11377604	11492439	left	chr4
11498489	11550264	right	chr4
11555656	11648097	left	chr4
11653836	11699481	right	chr4
11705141	11826336	left	chr4
11843165	11901092	right	chr4
11906476	12314936	left	chr4
12326342	12349585	right	chr4
12355013	12429927	left	chr4
12452705	12550853	right	chr4
12556402	12607960	left	chr4
12614091	12734421	right	chr4
12740179	13004858	left	chr4
13010407	13096805	right	chr4
13102784	13206324	left	chr4
13212045	13223398	right	chr4
13240745	13257971	right	chr4
13263676	13326753	left	chr4
13332833	13407310	right	chr4
13412946	13505296	left	chr4
13516502	13591628	right	chr4
13597157	13620208	left	chr4
13625933	13729378	right	chr4
13735275	13792694	left	chr4
13798513	13890444	right	chr4
13895965	14005418	left	chr4
14010969	14160807	right	chr4
14166217	14281376	left	chr4
14286892	14379073	right	chr4
14384684	14505588	left	chr4
14517331	14827914	right	chr4
14833394	15051780	left	chr4
15063182	15195644	right	chr4
15201146	15230242	left	chr4
15235786	15293256	right	chr4
15299103	15408450	left	chr4
15414256	15523167	right	chr4
15528923	15644014	left	chr4
15649859	15782310	right	chr4
15787696	15851157	left	chr4
15868501	16133134	right	chr4
16138486	16293739	left	chr4
16311202	16523925	left	chr4
16529555	16638791	right	chr4
16650569	16770930	left	chr4
16776696	16932167	right	chr4
16937980	17064354	left	chr4
17075874	17208025	right	chr4
17213786	17242605	left	chr4
17248333	17363321	right	chr4
17368964	17501553	left	chr4
17506857	17679650	right	chr4
17696866	17788828	left	chr4
17794838	17909783	right	chr4
17920887	18018752	left	chr4
18030432	18145418	right	chr4
18150874	18248843	left	chr4
18254533	18375235	right	chr4
18387099	18524678	left	chr4
18530798	18593893	right	chr4
18599845	18743353	left	chr4
18748875	18886938	right	chr4
18893073	19036733	left	chr4
19042139	19088399	right	chr4
19099628	19283684	left	chr4
19289705	19485268	right	chr4
19490866	19698148	left	chr4
19703804	19772644	right	chr4
19778570	19882087	left	chr4
19887765	20117678	right	chr4
20123352	20341712	left	chr4
20347588	20473926	right	chr4
20479796	20554777	left	chr4
20560464	20732712	right	chr4
20738658	20830630	left	chr4
20836229	20974505	right	chr4
20980143	21135498	left	chr4
21141334	21193040	right	chr4
21204213	21284747	left	chr4
21302347	21331070	right	chr4
21359388	21371404	right	chr4
21382828	21555236	left	chr4
21560955	21952038	right	chr4
21969091	22066888	right	chr4
22089957	22566977	left	chr4
22572689	22647841	right	chr4
22653265	22751388	left	chr4
22774297	22797249	left	chr4
22814442	22906638	left	chr4
22912027	22952324	right	chr4
22980865	23073371	left	chr4
23078671	23228210	right	chr4
23234122	23343390	left	chr4
23349098	23412360	right	chr4
23418338	23504342	left	chr4
23510194	23521611	right	chr4
23527235	23607871	left	chr4
23613458	23780592	right	chr4
23786135	23964484	left	chr4
23969989	24050484	right	chr4
24056233	24119550	left	chr4
24125434	24154152	right	chr4
24165823	24177129	right	chr4
24182610	24292047	left	chr4
24298053	24970732	right	chr4
24976378	25034143	left	chr4
25039622	25097124	right	chr4
25102605	25137201	left	chr4
25142902	25160526	right	chr4
25166312	25505572	left	chr4
25516995	25672089	left	chr4
25677745	25718385	right	chr4
25735114	25867595	left	chr4
25873432	26011336	right	chr4
26022993	26195379	left	chr4
26206899	26310410	right	chr4
26321624	26367700	left	chr4
26379419	26402587	left	chr4
26413682	26534862	right	chr4
26546213	26649436	left	chr4
26655347	26666911	right	chr4
26678502	26827940	left	chr4
26833820	26902851	right	chr4
26908274	26920147	left	chr4
26925525	26983359	right	chr4
26994511	27109427	left	chr4
27115570	27161348	right	chr4
27167275	27207164	left	chr4
27213203	27374296	right	chr4
27385855	27523824	left	chr4
27540678	27661568	right	chr4
27667542	27730617	left	chr4
27736567	27805297	right	chr4
27811308	27903310	left	chr4
27908903	28001149	right	chr4
28006375	28121612	left	chr4
28127387	28196325	right	chr4
28202153	28288550	left	chr4
28293906	28426442	right	chr4
28455023	28547184	left	chr4
28553055	28673640	right	chr4
28679459	28696475	left	chr4
28702537	28834757	right	chr4
28846324	29041554	left	chr4
29047581	29099336	right	chr4
29104651	29162541	left	chr4
29168123	29260197	right	chr4
29271589	29311846	left	chr4
29317487	29449913	right	chr4
29467203	29622293	left	chr4
29634034	29743036	right	chr4
29748846	29835214	left	chr4
29840873	29949981	right	chr4
29961788	30013488	left	chr4
30019037	30053865	right	chr4
30059158	30203271	left	chr4
30208793	30306758	right	chr4
30312337	30438816	left	chr4
30444366	30519542	right	chr4
30524998	30542175	left	chr4
30559558	30582580	left	chr4
30588465	30657565	right	chr4
30663101	30674909	left	chr4
30686282	30743807	left	chr4
30754935	30841259	right	chr4
30847101	30973586	left	chr4
30985026	31077103	right	chr4
31083082	31117380	left	chr4
31128760	31151770	right	chr4
31157851	31313161	left	chr4
31318796	31410474	right	chr4
31416459	31463350	left	chr4
31513879	31538501	right	chr4
31551122	31562856	right	chr4
31820215	31883169	left	chr4
31889071	32314588	right	chr4
32320381	32343291	left	chr4
32349274	32458263	right	chr4
32463934	32613449	left	chr4
32642178	32860999	right	chr4
32866651	32946888	left	chr4
32952927	33245988	right	chr4
33251677	33338272	left	chr4
33343530	33430155	right	chr4
33435953	33481701	left	chr4
33487581	33550618	right	chr4
33556757	34016612	left	chr4
34022318	34039797	right	chr4
34045369	34160534	left	chr4
34166216	34432484	right	chr4
34438066	34449769	left	chr4
34460810	34483841	left	chr4
34490001	34800495	right	chr4
34817592	35053121	right	chr4
35058986	35139414	left	chr4
35145117	35225978	right	chr4
35231285	35771894	left	chr4
35777511	35881478	right	chr4
35893216	36013770	left	chr4
36025075	36174755	right	chr4
36180378	36307023	left	chr4
36312913	36410279	right	chr4
36416114	36565556	left	chr4
36571707	36640318	right	chr4
36646152	36697942	left	chr4
36703510	36807523	right	chr4
36812890	36882023	left	chr4
36887502	37071602	right	chr4
37077329	37157786	left	chr4
37163923	37255565	right	chr4
37261330	37330339	left	chr4
37335993	37445739	right	chr4
37451038	37612063	left	chr4
37617948	37652346	right	chr4
37669696	37773395	right	chr4
37778749	37882396	left	chr4
37888259	37968653	right	chr4
37974528	38089771	left	chr4
38100818	38130015	right	chr4
38135225	38193025	left	chr4
38204386	38227778	right	chr4
38244809	38256243	right	chr4
38261869	38394385	left	chr4
38411512	38434280	right	chr4
38440366	38595344	left	chr4
38601221	38745177	right	chr4
38756281	38842549	left	chr4
38859815	38877524	right	chr4
38882958	38934621	left	chr4
38946406	38969304	right	chr4
38974914	39096018	left	chr4
39107462	39216538	right	chr4
39222268	39360451	left	chr4
39366217	39538661	right	chr4
39544331	39642002	left	chr4
39647890	39722473	right	chr4
39728267	39756846	left	chr4
39762848	39855025	right	chr4
39860577	40038912	left	chr4
40050313	40084573	right	chr4
40090253	40119287	left	chr4
40136430	40476001	right	chr4
40481627	40653865	left	chr4
40659497	40941372	right	chr4
40947310	41004678	left	chr4
41010497	41096548	right	chr4
41102338	41114136	left	chr4
41119814	41194728	right	chr4
41200302	41286295	left	chr4
41292013	41361119	right	chr4
41366725	41378710	left	chr4
41383970	41482218	right	chr4
41487498	41585759	left	chr4
41591267	41608417	right	chr4
41613969	41671556	left	chr4
41677551	41706119	right	chr4
41711834	41926457	left	chr4
41932136	42006723	right	chr4
42012721	42783873	left	chr4
42789812	42968556	right	chr4
42974263	43095008	left	chr4
43100986	43112428	right	chr4
43123765	43175821	left	chr4
43181346	43204611	right	chr4
43210170	43302366	left	chr4
43313643	43377108	right	chr4
43382859	43468793	left	chr4
43474849	43630117	right	chr4
43635485	43733663	left	chr4
43738984	43831404	right	chr4
43836888	43865607	left	chr4
43871214	43923389	right	chr4
43928831	44003529	left	chr4
44009319	44089899	right	chr4
44101418	44164579	left	chr4
44170224	44221982	right	chr4
44227665	44256527	left	chr4
44262272	44319870	right	chr4
44325463	44567314	left	chr4
44572864	44641702	right	chr4
44647766	44762645	left	chr4
44768420	45056083	right	chr4
45067316	45142341	right	chr4
45147745	45240132	left	chr4
45245383	45343594	right	chr4
45349368	45383774	left	chr4
45395294	45440989	right	chr4
45446769	45504298	left	chr4
45510376	45601944	right	chr4
45607637	45711494	left	chr4
45716991	45780651	right	chr4
45785970	45866445	left	chr4
45872350	45929747	right	chr4
45935511	46004683	left	chr4
46010610	46073869	right	chr4
46079472	46222977	left	chr4
46229080	46430147	right	chr4
46435978	46585619	left	chr4
46591271	46689022	right	chr4
46694831	46798023	left	chr4
46815566	46959433	left	chr4
46964809	47074073	right	chr4
47080118	47177471	left	chr4
47183246	47304027	right	chr4
47309999	47332757	left	chr4
47338494	47470894	right	chr4
47476530	47643551	left	chr4
47649042	47701035	right	chr4
47706552	47729696	left	chr4
47741351	47764045	left	chr4
47769924	47833095	right	chr4
47838874	47947970	left	chr4
47953918	48097792	right	chr4
48115100	48471683	right	chr4
48477171	48563531	left	chr4
48569153	48638438	right	chr4
48643672	49029174	left	chr4
49034666	49127043	right	chr4
49132547	49155507	left	chr4
49161365	49345582	right	chr4
49351375	49362693	left	chr4
49391269	49512433	right	chr4
49523462	49897241	left	chr4
49903238	49989647	right	chr4
49995264	50133345	left	chr4
